"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TRIM56",6.59289187083037e-79,0.640873043286548,0.362,0.234,1.74784156387584e-74
"TSSC1",7.63940697483774e-31,0.640471513360456,0.137,0.082,2.02528318309923e-26
"KRTCAP3",1.12895272467117e-78,0.63891553954723,0.459,0.336,2.99296656837574e-74
"FAM60A",5.13214004157678e-104,0.638808008454347,0.271,0.132,1.36058164642242e-99
"ZNF217",3.26359730927295e-53,0.635536944191607,0.26,0.166,8.65212282661351e-49
"MEG3",7.4327127281068e-79,0.635444865707161,0.193,0.093,1.97048647134839e-74
"PLSCR1",1.22471127445121e-76,0.634932978203557,0.349,0.218,3.2468320596976e-72
"CD9",2.13753051094338e-190,0.634881791294637,0.731,0.577,5.666807137562e-186
"FBP1",4.67324834170642e-75,0.634623075953143,0.245,0.132,1.23892486786979e-70
"LPCAT2",2.42354048516963e-42,0.634556834085192,0.118,0.06,6.4250481802332e-38
"TNFRSF12A",3.60491755424655e-64,0.633882632864576,0.469,0.354,9.55699692806302e-60
"CTSB",3.30605996977826e-175,0.633519004147507,0.602,0.378,8.76469558587915e-171
"CXCL16",2.60533678961523e-93,0.632968168050297,0.348,0.205,6.90700836294894e-89
"KLHL21",1.04930586554399e-52,0.632752202155506,0.204,0.119,2.78181478014367e-48
"OXR1",1.0940575366359e-56,0.632004741797382,0.235,0.141,2.90045593537543e-52
"UNC50",3.57167951239167e-74,0.63189068049344,0.363,0.236,9.46887955530155e-70
"FZD6",1.41090684503526e-26,0.631646737527493,0.154,0.101,3.74045513687297e-22
"IQSEC2",8.33870216092881e-24,0.631432875606136,0.105,0.064,2.21067332988384e-19
"SMOX",5.02923230062391e-30,0.63125880678003,0.151,0.095,1.3332997752184e-25
"SWAP70",1.00458523947848e-63,0.630712457794674,0.215,0.119,2.6632559283814e-59
"SPRED2",5.1884209191629e-32,0.630706681093364,0.159,0.1,1.37550226987928e-27
"SH3BP5",1.71352733876689e-47,0.629623974413202,0.221,0.138,4.54273232780489e-43
"TGIF2",1.43776998506601e-46,0.628387110379053,0.183,0.106,3.8116720074085e-42
"BHLHE41",6.39871160552995e-44,0.627145695893021,0.13,0.068,1.69636243374205e-39
"ZC3H12A",3.82339337055709e-112,0.626976078133666,0.43,0.261,1.01361981646839e-107
"SOCS3",5.29047596283109e-109,0.626720522522625,0.493,0.318,1.40255808250615e-104
"HEXIM1",2.52018305155893e-81,0.626178630534882,0.427,0.29,6.68125728798787e-77
"OAZ3",8.43988743506132e-31,0.626059125329149,0.147,0.091,2.23749855790911e-26
"TRIOBP",3.38913465764247e-69,0.625777393252261,0.343,0.225,8.98493489087594e-65
"RNF44",2.97780113858897e-45,0.625572783630946,0.208,0.129,7.89444859851321e-41
"GGT7",2.35819178501104e-17,0.625133276344766,0.104,0.068,6.25180224124276e-13
"RNF217",4.48085854503654e-21,0.624555771753931,0.103,0.064,1.18792040887464e-16
"SEMA4A",6.8823102267393e-49,0.624147930075314,0.198,0.116,1.82456926421086e-44
"CDK6",5.59007507832967e-59,0.624002545937456,0.16,0.081,1.48198480401598e-54
"BTG3",5.28943159318902e-87,0.622375479922677,0.426,0.277,1.40228120967034e-82
"GRHL2",2.4589975720186e-21,0.621739176712408,0.129,0.086,6.51904846317851e-17
"SHPRH",4.52323396702567e-34,0.62159456797416,0.136,0.079,1.19915455699818e-29
"RPS17",0,0.621037137956951,0.896,0.797,0
"VAMP8",3.82795195129133e-173,0.62008650492327,0.664,0.425,1.01482834180684e-168
"GAS6",3.41820108304545e-80,0.620008437418054,0.33,0.199,9.06199289126179e-76
"SNTB2",3.26124795634385e-48,0.619981434814261,0.22,0.135,8.64589445706318e-44
"LINC00685",1.21475812993346e-63,0.619613350632563,0.296,0.186,3.2204452782666e-59
"RNASE1",4.9118538266505e-80,0.618687128480261,0.203,0.1,1.30218156798331e-75
"CYP20A1",5.76484622118824e-44,0.61718928673336,0.246,0.163,1.52831838169921e-39
"PSD4",6.11335936727275e-26,0.616328823215107,0.109,0.065,1.62071270185768e-21
"RPS6KA2",1.57619398482695e-33,0.616251707203927,0.136,0.08,4.17864787317473e-29
"RAB3D",2.03422267916708e-29,0.616234378464596,0.149,0.094,5.39292774473985e-25
"RAB11FIP1",5.30429970044785e-52,0.615244310294092,0.339,0.241,1.40622289358573e-47
"DOCK1",2.44910287919526e-31,0.615211097647901,0.12,0.069,6.49281664303456e-27
"NXT2",3.62840180128408e-28,0.614571673795601,0.121,0.072,9.61925601538423e-24
"RP11-410L14.2",1.0962267049758e-28,0.613245149751067,0.129,0.078,2.90620661756134e-24
"PSMB8-AS1",1.99835746693389e-41,0.612348105228345,0.164,0.096,5.29784548058843e-37
"SDC1",5.85772835911189e-45,0.612162863460409,0.33,0.236,1.55294236528415e-40
"SOCS6",3.35095388052986e-34,0.611099109480699,0.153,0.093,8.88371383267272e-30
"SFRP1",5.71062515346099e-23,0.61107367713272,0.109,0.068,1.51394383443404e-18
"CNN3",3.09370250195016e-140,0.610185747660517,0.531,0.316,8.20171470292008e-136
"ERF",3.80045682676602e-68,0.610107228762246,0.368,0.248,1.00753910934394e-63
"CD74",1.51969775010603e-244,0.609000824920988,0.775,0.497,4.0288707053061e-240
"CRY1",1.10104926729047e-22,0.608516193559973,0.13,0.084,2.91899171251377e-18
"BMI1",4.33284602127025e-37,0.608177858694172,0.212,0.14,1.14868080869896e-32
"RAI1",3.76163562010662e-27,0.607886055081985,0.114,0.068,9.97247219246467e-23
"TIFA",2.1391860533836e-47,0.607550446132146,0.194,0.115,5.67119614612527e-43
"SATB1",2.05204605953762e-51,0.607074561351853,0.218,0.132,5.44017930844018e-47
"GPR160",2.67710215606037e-62,0.606242501932593,0.337,0.224,7.09726552593166e-58
"RGMB",7.18002097360319e-25,0.606067898059695,0.142,0.093,1.90349536031194e-20
"KHNYN",7.53779092535176e-31,0.605590482111949,0.14,0.085,1.99834375222001e-26
"CDC14A",1.68382038403756e-25,0.604621393800687,0.108,0.065,4.46397622012198e-21
"ZFYVE21",6.08720374288766e-65,0.604279794183158,0.364,0.249,1.61377858427695e-60
"THBD",5.19506864506387e-40,0.603436702939545,0.143,0.08,1.37726464849288e-35
"RARRES3",9.22427105335612e-147,0.603229119852243,0.515,0.298,2.44544649895524e-142
"NET1",1.13234670081337e-85,0.602734011398138,0.383,0.242,3.00196433852632e-81
"TRPS1",1.58862682093217e-30,0.602028812324273,0.176,0.116,4.21160856497326e-26
"DCUN1D4",3.5387888094247e-22,0.601718327954578,0.128,0.083,9.38168301266582e-18
"LAMA5",7.64674038460751e-45,0.600560908908521,0.189,0.114,2.0272273433633e-40
"CLMN",3.73873589245102e-54,0.600406694244359,0.158,0.083,9.9117627244769e-50
"PYGB",1.22278580096099e-28,0.600220587088512,0.176,0.118,3.24172743692768e-24
"CMPK1",1.80579477566391e-116,0.599986484187401,0.581,0.422,4.78734252976258e-112
"MX1",2.7035176855207e-38,0.599427580837504,0.219,0.144,7.16729573608393e-34
"ZSWIM6",2.75829609185723e-36,0.599245217495706,0.188,0.119,7.31251876912271e-32
"UBTD1",5.62158457650293e-22,0.599205377975931,0.109,0.068,1.49033828707669e-17
"DDB2",7.99056399465978e-28,0.596514194942682,0.173,0.116,2.11837842062425e-23
"MON1B",6.47647107922389e-37,0.596385181118821,0.159,0.096,1.71697724781304e-32
"FAS",1.59834799915442e-59,0.59633544587661,0.122,0.054,4.23738038055829e-55
"SLC35A3",1.20364705540132e-31,0.596226847485695,0.175,0.113,3.19098870857445e-27
"PLEKHA1",3.4976772420577e-44,0.595023753699805,0.235,0.152,9.27269213641917e-40
"HIVEP3",4.96236552116325e-30,0.59367921114296,0.104,0.058,1.31557272331559e-25
"BCL10",1.37441603149396e-34,0.593615351563355,0.247,0.173,3.64371434109364e-30
"F3",8.76673276588173e-40,0.593569816540593,0.183,0.111,2.3241485235629e-35
"LNX2",2.47840309466396e-18,0.59295460414652,0.104,0.067,6.57049444426364e-14
"HLA-DRA",1.11039677171526e-212,0.592806798119318,0.595,0.333,2.94377288149431e-208
"PIR",2.21373985849479e-30,0.590116239357438,0.137,0.083,5.86884573885555e-26
"TM9SF2",2.1407026881054e-72,0.589398390540302,0.381,0.253,5.67521689643623e-68
"SRD5A3",1.23449247330237e-19,0.588988787933602,0.241,0.187,3.2727629959719e-15
"SHMT1",1.07309404559157e-09,0.588918530129278,0.109,0.082,2.84487962426781e-05
"ERLIN1",9.22356580606806e-16,0.588870491502377,0.106,0.072,2.4452595308467e-11
"PIK3CB",2.11258881892334e-21,0.588762826779056,0.112,0.071,5.60068421784766e-17
"MAFF",1.43351276980369e-91,0.588411817077007,0.558,0.425,3.80038570402657e-87
"NFATC3",3.15544570760077e-72,0.588126256090567,0.344,0.22,8.3654021154204e-68
"PXDC1",1.29564321604365e-37,0.587837939332461,0.193,0.122,3.43487973005332e-33
"MAML2",4.22248795972245e-62,0.587256242238167,0.177,0.091,1.11942378300202e-57
"SIPA1L3",3.46293195517893e-26,0.585120968577758,0.15,0.097,9.18057890637486e-22
"EFNB2",1.69083199804141e-40,0.584977895811987,0.296,0.213,4.48256471000757e-36
"SLC25A44",2.60403190058488e-47,0.584690909786517,0.207,0.126,6.90354897164058e-43
"GS1-124K5.4",9.76981280319538e-30,0.584382281030618,0.13,0.077,2.59007507225513e-25
"GSTM4",1.06250411733022e-33,0.584328585818057,0.102,0.053,2.81680466545414e-29
"HS2ST1",1.05163591920612e-25,0.583579190050904,0.145,0.094,2.78799198540734e-21
"RRAS2",8.40423981881931e-30,0.582896352835935,0.185,0.124,2.22804801836719e-25
"NDFIP2",1.67012241608001e-58,0.58243669598924,0.239,0.143,4.42766153726971e-54
"GOLGA8A",1.96298938958437e-19,0.581770302050552,0.102,0.065,5.20408117072713e-15
"DHRS1",1.28875791278734e-32,0.580872389288545,0.191,0.125,3.41662610259051e-28
"HES1",1.31602401133219e-139,0.58084289140205,0.647,0.442,3.48891125644277e-135
"OGFRL1",2.65539734710871e-38,0.580059045965163,0.146,0.084,7.0397239069199e-34
"RNF103",2.52794947256757e-42,0.580048489682144,0.244,0.16,6.70184684672388e-38
"S100A11",1.13386002350554e-239,0.579173885751873,0.902,0.681,3.00597630831554e-235
"MEX3C",9.8442114201092e-35,0.578231440981198,0.182,0.116,2.60979888958515e-30
"HLA-DMA",7.97669066260541e-129,0.577374817496552,0.352,0.178,2.11470046156332e-124
"ALAD",1.06143930025482e-16,0.577232807110908,0.102,0.067,2.81398172890555e-12
"HPS1",4.24137104121185e-86,0.5764563863276,0.299,0.166,1.12442987673567e-81
"KRCC1",5.33238807549206e-72,0.575103672927133,0.387,0.257,1.4136694026937e-67
"ABHD14B",2.11382503853312e-69,0.574372002600509,0.383,0.254,5.60396155965514e-65
"APOBEC3C",6.83976659980965e-57,0.573871428136375,0.179,0.095,1.81329052327554e-52
"AKAP11",2.11664612633051e-29,0.573631481202853,0.14,0.086,5.6114405455148e-25
"QSOX1",4.01442521706971e-46,0.57319321792091,0.31,0.217,1.06426426929735e-41
"TSPAN6",7.59305553016098e-34,0.57292822081037,0.229,0.156,2.01299495160098e-29
"CD59",1.5775540176882e-123,0.572792842146972,0.631,0.464,4.18225345629318e-119
"RPL17",2.99592807156365e-215,0.572455587480486,0.815,0.699,7.94250491052239e-211
"SYPL1",5.62021095145511e-99,0.571382111785635,0.535,0.38,1.48997412534026e-94
"TMEM41B",3.48413788496682e-34,0.571103026364721,0.21,0.141,9.23679794683555e-30
"RABL2B",9.15232973050158e-16,0.569967013573481,0.106,0.072,2.42637413485327e-11
"GALNT3",3.66360399836846e-37,0.569092620586646,0.209,0.136,9.71258056007463e-33
"ATP1A1",6.34676653681033e-135,0.568536510776611,0.663,0.489,1.68259127657379e-130
"DTNB",6.29660386305824e-29,0.568517130088964,0.186,0.124,1.66929265013537e-24
"MT1G",1.38593573952227e-46,0.567930514356797,0.218,0.133,3.6742542390475e-42
"CMIP",1.44842541228591e-46,0.567203758890817,0.252,0.163,3.83992061051118e-42
"ARL4D",3.27741496181095e-20,0.566557790466784,0.152,0.106,8.68875480525701e-16
"USP31",1.52201515614372e-09,0.564909075036863,0.115,0.088,4.03501438045262e-05
"POLR2M",3.14819956020169e-52,0.561832254597728,0.198,0.114,8.34619185405071e-48
"PTGDS",3.78008800125e-64,0.561758158046498,0.13,0.058,1.00213913001139e-59
"TMEM216",2.09705143042688e-37,0.561673628534687,0.213,0.138,5.5594930472047e-33
"BDH2",1.75950821183146e-42,0.56160383209301,0.161,0.091,4.66463222038637e-38
"SP100",9.78151196535372e-88,0.560926156913959,0.291,0.159,2.59317663713493e-83
"PIGA",3.50390163817646e-27,0.559867844433531,0.108,0.063,9.2891936329696e-23
"CDKN1C",2.5295195430296e-58,0.559701801254497,0.378,0.262,6.70600926052577e-54
"NPHP3",6.2761376484931e-32,0.557756699367581,0.131,0.077,1.66386685199201e-27
"FUCA1",4.29145343111365e-35,0.557656390007555,0.193,0.125,1.13770721912254e-30
"SLC2A1",7.71703607755951e-15,0.557644866401875,0.132,0.095,2.0458634345218e-10
"FBXL3",1.70019329900732e-43,0.556853726085083,0.191,0.115,4.50738245499831e-39
"TMEM245",9.59792048890763e-47,0.554426966054908,0.277,0.184,2.5445047008143e-42
"PRAC1",6.11977952563581e-99,0.554094505536186,0.556,0.395,1.62241475004131e-94
"SYNE2",4.02092581818222e-59,0.553568479398464,0.348,0.237,1.06598764365829e-54
"SMIM22",1.56875463151662e-74,0.553532714987422,0.449,0.307,4.15892540361372e-70
"WWTR1",3.10635444720066e-74,0.553260162844243,0.293,0.17,8.23525627497368e-70
"CASP7",2.43243549049264e-24,0.553064765617076,0.121,0.075,6.44862972884504e-20
"RP11-758H9.2",4.4647019726831e-28,0.552846439233456,0.14,0.087,1.18363713997802e-23
"HLA-DRB1",5.31298792196558e-172,0.55281951656712,0.467,0.239,1.40852622799229e-167
"NDRG2",3.53450984082668e-49,0.552778899046538,0.198,0.116,9.37033903901561e-45
"HIPK3",9.49725904940227e-56,0.552380585433226,0.242,0.147,2.51781834658704e-51
"GIMAP7",1.75713544651196e-30,0.551744576094271,0.108,0.06,4.65834178224787e-26
"C3orf14",4.82853410020648e-50,0.550352840827161,0.231,0.14,1.28009267530574e-45
"IGFBP6",1.18225623109948e-101,0.549407692310885,0.292,0.149,3.13427949426784e-97
"UGCG",1.04819145699054e-61,0.548795062364516,0.323,0.211,2.77886037162762e-57
"SCRN2",3.39154689482505e-40,0.548167502438189,0.22,0.142,8.99132997287069e-36
"RALB",1.93308699105759e-49,0.54815026327986,0.207,0.123,5.12480692199278e-45
"SLC22A18",1.96276472988465e-22,0.547758166239052,0.144,0.095,5.20348557539718e-18
"SP4",1.12524399897204e-18,0.54774524048996,0.103,0.066,2.98313436567477e-14
"PPIC",4.59388652844007e-103,0.547623857826388,0.391,0.228,1.21788525755475e-98
"KLHL5",2.27237323188933e-25,0.546698320950921,0.121,0.074,6.02428867506181e-21
"GIMAP4",2.87520747651297e-31,0.544513347503652,0.117,0.066,7.62246254098353e-27
"NUDT4",4.06442038114095e-103,0.544512288518089,0.569,0.408,1.07751848724428e-98
"GCH1",1.85999530957034e-26,0.544387543006099,0.127,0.079,4.93103356520192e-22
"TMEM41A",3.87871154315935e-36,0.54354169364262,0.259,0.181,1.02828521720698e-31
"ARFGEF2",1.22049648523405e-19,0.54268678073349,0.104,0.066,3.23565823200399e-15
"ABI1",2.24927110609594e-51,0.542344336304916,0.258,0.163,5.96304262937094e-47
"DST",1.83987575921044e-33,0.542239165051637,0.355,0.268,4.87769462524281e-29
"PRKCI",3.94084900722853e-30,0.542070823174885,0.215,0.15,1.04475848030635e-25
"MT1M",3.44324842559085e-72,0.541654881049183,0.172,0.082,9.12839590108389e-68
"LATS2",1.26564661700078e-38,0.541354042344936,0.152,0.087,3.35535574633076e-34
"C9orf152",3.01488770265279e-17,0.540299862981593,0.115,0.077,7.99276878850281e-13
"BMPR1A",6.39773244380369e-26,0.540187793123536,0.112,0.067,1.6961028481768e-21
"ENC1",5.05858926477755e-57,0.5399781388358,0.253,0.153,1.34108259998518e-52
"NOXA1",8.62484739192832e-15,0.539326231105073,0.118,0.083,2.28653329207412e-10
"SPINT2",6.4328950359495e-123,0.53910812900769,0.684,0.54,1.70542480298057e-118
"DPY19L4",8.61961938913278e-28,0.538634266514927,0.153,0.098,2.28514729625299e-23
"CTTN",1.44755474934221e-66,0.537594100554597,0.443,0.321,3.83761239598112e-62
"DENND2D",3.22637678644454e-22,0.536977644179266,0.121,0.077,8.55344749854311e-18
"ARL5B",5.76502431885517e-55,0.536718574018098,0.306,0.201,1.52836559717169e-50
"MTL5",1.86662485353174e-25,0.536051804230462,0.118,0.072,4.948609149198e-21
"PISD",1.56891579856448e-18,0.535136754671187,0.129,0.088,4.1593526735743e-14
"SPAG1",1.711653916136e-25,0.534484391432246,0.147,0.095,4.53776569706814e-21
"CAPN1",3.1023398743094e-54,0.534457514613401,0.361,0.252,8.22461324078164e-50
"MYC",6.90862713908133e-71,0.534163124747246,0.435,0.299,1.83154614084185e-66
"RPL39L",1.45436156787102e-53,0.533186892555851,0.3,0.193,3.85565795258287e-49
"FRMD4A",2.21719841396257e-35,0.532994435634056,0.135,0.077,5.87801471525618e-31
"NEBL",3.55446611672154e-17,0.532963006081875,0.147,0.106,9.42324512204047e-13
"CHPT1",4.07892303982583e-60,0.532297118934099,0.412,0.298,1.08136328708823e-55
"XAF1",7.54613224397883e-51,0.531180185375785,0.164,0.088,2.00055511920123e-46
"ZDHHC7",3.66562769163835e-28,0.530003144974206,0.139,0.086,9.71794557330243e-24
"TAB2",2.73848454731451e-49,0.5299834123143,0.241,0.152,7.25999638338549e-45
"ARRDC3",9.3325112805783e-66,0.529693409766899,0.346,0.226,2.47414206559411e-61
"PTGS2",1.00870009822435e-94,0.52918022357673,0.299,0.159,2.67416483040259e-90
"RNF170",1.06587761478924e-16,0.528634916124608,0.153,0.11,2.82574814456776e-12
"RRM2B",7.22836303999443e-27,0.527623595842401,0.142,0.09,1.91631132553292e-22
"LRRC26",9.14620433370915e-36,0.527562117615684,0.297,0.215,2.42475023090963e-31
"POLD4",3.65052826309711e-41,0.526856428110399,0.172,0.101,9.67791547829674e-37
"TMEM98",1.07340520305288e-67,0.526744642191974,0.452,0.329,2.84570453381349e-63
"CYB5D1",1.30305465863315e-31,0.526571303466415,0.187,0.123,3.45452820550235e-27
"DIS3",4.58759571584372e-22,0.526358898343653,0.158,0.108,1.21621750022733e-17
"TJP1",1.21758522946823e-51,0.526061350477872,0.36,0.257,3.22794020184324e-47
"PPA2",3.78431491913927e-44,0.525729684633448,0.347,0.252,1.00325972821301e-39
"CES2",1.12160167317793e-25,0.525289943104662,0.151,0.099,2.97347819576201e-21
"AGGF1",8.24620408934167e-19,0.525269892389679,0.16,0.114,2.18615116612537e-14
"LDLRAP1",1.39235913767363e-13,0.524629473738145,0.115,0.081,3.69128330988656e-09
"RBM7",4.45915781021236e-46,0.523016780932357,0.299,0.203,1.1821673270654e-41
"SLC35E2B",5.27135371224951e-22,0.522786546376071,0.152,0.104,1.39748858265447e-17
"ANXA4",1.15643345276391e-54,0.522230247763994,0.323,0.216,3.0658207266224e-50
"COMT",3.35834955406811e-94,0.522091986992715,0.578,0.422,8.90332050278997e-90
"PCF11",8.41728837301284e-60,0.521461186733686,0.423,0.308,2.23150732056943e-55
"WDFY1",6.37406722223564e-30,0.521409776723006,0.133,0.08,1.68982896128689e-25
"IFI44",6.77480672110121e-32,0.521272522511666,0.152,0.093,1.79606900983114e-27
"PNPLA2",8.75646610331003e-62,0.521171238617612,0.383,0.268,2.32142672864852e-57
"CAMK2D",7.71287864672574e-30,0.520832296373019,0.189,0.126,2.04476125803346e-25
"TMEM42",2.57732795113184e-35,0.520468851859974,0.197,0.127,6.83275413124563e-31
"C10orf35",3.88834678517025e-19,0.519351495117581,0.108,0.069,1.03083961621649e-14
"IKBKB",3.28212470310728e-30,0.519199599560345,0.171,0.111,8.70124080040771e-26
"ZBTB44",5.01046445174615e-39,0.519038220799591,0.276,0.192,1.32832423080242e-34
"TMC5",6.6142741981316e-46,0.518761584973915,0.315,0.218,1.75351023266667e-41
"SP1",1.45717169615161e-27,0.51865676353352,0.165,0.109,3.86310788366753e-23
"AP1G1",1.25490531481453e-30,0.518493039000762,0.167,0.107,3.32687948010481e-26
"TOB1",6.39985542920069e-78,0.518478674839541,0.511,0.375,1.69666567283539e-73
"NEDD1",1.04298884652799e-12,0.518162906884213,0.116,0.084,2.76506773103034e-08
"DRAM1",4.14295778807402e-48,0.517487807302736,0.146,0.077,1.0983395391963e-43
"PECAM1",1.98734605503956e-31,0.517414429443771,0.139,0.083,5.26865312651538e-27
"TSPAN14",4.45989978354008e-41,0.517035316778584,0.291,0.203,1.18236403161431e-36
"NMT2",8.28486647637249e-40,0.516830859797936,0.19,0.117,2.19640095155111e-35
"RP11-111M22.3",8.92031689378475e-39,0.516286853311689,0.189,0.116,2.36486521171128e-34
"ID1",2.09805931090935e-84,0.51582907446387,0.563,0.411,5.56216503915177e-80
"PGM2L1",8.19718463535201e-64,0.515772302199244,0.382,0.257,2.17315561867817e-59
"WDR59",1.06444195672283e-19,0.515459744477327,0.114,0.074,2.82194207146789e-15
"LIPE-AS1",2.60348618752921e-36,0.514484069944672,0.198,0.127,6.9021022317587e-32
"YES1",1.93657462376505e-29,0.51432910326184,0.234,0.166,5.13405298506352e-25
"SOWAHC",4.61192260490176e-13,0.514152303673109,0.129,0.095,1.22266680178551e-08
"KCTD3",9.96230367612697e-24,0.513145304832894,0.163,0.111,2.64110632757802e-19
"IFITM1",2.94142228794406e-43,0.51306321702518,0.237,0.151,7.7980046275685e-39
"GAS2L1",2.9378973986572e-23,0.51303862632981,0.169,0.116,7.78865979358011e-19
"GBP2",1.21122214155254e-90,0.512665105184434,0.29,0.153,3.21107101946995e-86
"CRNDE",2.83077603555461e-64,0.512301657277084,0.499,0.38,7.50467034785883e-60
"WDR26",8.35942505071638e-43,0.511983088813659,0.304,0.212,2.21616717519542e-38
"SBF2",1.91154236002885e-33,0.511832390107585,0.179,0.114,5.06768995067249e-29
"DIP2B",3.73030675140242e-20,0.511815204909201,0.114,0.073,9.88941622864295e-16
"IER3",5.00675382988426e-189,0.511516672228256,0.672,0.417,1.32734050784062e-184
"TMEM220",4.11300542791028e-38,0.510826108955774,0.11,0.057,1.09039886899329e-33
"LRP10",1.06082493416926e-99,0.510354282881606,0.483,0.311,2.81235298297613e-95
"SAMD8",1.24187909315805e-24,0.510315033035771,0.138,0.089,3.2923456638713e-20
"STAP2",1.88924186920496e-30,0.510105783506813,0.289,0.215,5.00856911944928e-26
"PPP2R5A",3.00712957959328e-42,0.509897742445701,0.243,0.157,7.97220122845974e-38
"PLEKHG2",2.94303450433945e-17,0.509286524496707,0.108,0.071,7.80227877445433e-13
"NDST1",4.80441159006346e-16,0.508871368761654,0.12,0.084,1.27369755664172e-11
"AVPI1",3.01438357137562e-30,0.508518745250836,0.21,0.144,7.9914322860739e-26
"NUDT15",8.43434443425167e-11,0.508081183695209,0.132,0.101,2.23602905296446e-06
"IRF1",1.48929755887287e-91,0.507963395903299,0.585,0.429,3.94827675832788e-87
"STOM",1.10965269025721e-75,0.507586189150263,0.338,0.202,2.94180024714088e-71
"TMEM99",6.10825503471912e-40,0.50666668066638,0.305,0.217,1.61935949225439e-35
"C9orf3",2.75825218849874e-73,0.506437659666791,0.461,0.318,7.312402376929e-69
"FAM129B",5.37944264305954e-33,0.506389946626903,0.22,0.149,1.42614403910152e-28
"TNFRSF14",1.02139390886254e-93,0.505485895708881,0.362,0.207,2.70781739178549e-89
"GALNT10",4.70474211653337e-18,0.504675257936336,0.105,0.068,1.24727418251416e-13
"RILP",4.44656062252198e-33,0.504445132706109,0.149,0.089,1.1788276866368e-28
"RHOC",5.49115523765343e-138,0.504413906671005,0.721,0.525,1.4557601650543e-133
"SGMS1",3.33465863634096e-37,0.503322783484616,0.174,0.106,8.84051351080353e-33
"MKL2",4.82685565474293e-25,0.503038712780098,0.163,0.11,1.2796477026289e-20
"EEF2K",1.20679827278998e-15,0.502837932093099,0.127,0.089,3.19934290099351e-11
"LGALS8",6.0718361250104e-38,0.50280735207945,0.252,0.17,1.60970447510151e-33
"CTSO",4.56521391964767e-29,0.502624852077197,0.141,0.086,1.21028386223779e-24
"RBMS1",6.98902890397452e-53,0.501851342097217,0.327,0.22,1.85286145273268e-48
"TRAM1",1.99787084932371e-72,0.501779512525078,0.597,0.48,5.2965554086421e-68
"BMPR2",3.28602232243971e-37,0.501636074217641,0.263,0.182,8.7115737790199e-33
"ARMCX1",3.65871899060237e-41,0.501558722100104,0.14,0.076,9.69962991598595e-37
"TWSG1",1.42647707694391e-48,0.50050776696333,0.237,0.147,3.78173337868601e-44
"ARRDC1",3.00435563732152e-42,0.500225617148498,0.289,0.198,7.96484723010309e-38
